Method,Dimension,Lambda,ARL,h
ssDMEWMC,7,0.8,500,118.4484513
ssDMEWMC,7,0.8,1000,131.5148418
ssDMEWMC,7,0.8,2000,144.2037038
ssDMEWMC,7,0.9,100,127.8705207
ssDMEWMC,7,0.9,200,145.3906119
ssDMEWMC,7,0.9,500,170.3413633
ssDMEWMC,7,0.9,1000,188.1302604
ssDMEWMC,7,0.9,2000,205.1828908
ssDMEWMC,7,0.95,100,180.9687351
ssDMEWMC,7,0.95,200,204.6563783
ssDMEWMC,7,0.95,500,238.480086
ssDMEWMC,7,0.95,1000,261.9514926
ssDMEWMC,7,0.95,2000,284.1322843
ssDMEWMC,8,0.05,100,1.344564
ssDMEWMC,8,0.05,200,1.542294
ssDMEWMC,8,0.05,500,1.768585
ssDMEWMC,8,0.05,1000,1.924572
ssDMEWMC,8,0.05,2000,2.069574
ssDMEWMC,8,0.1,100,3.067012
ssDMEWMC,8,0.1,200,3.425123
ssDMEWMC,8,0.1,500,3.853538
ssDMEWMC,8,0.1,1000,4.154527
ssDMEWMC,8,0.1,2000,4.448925
ssDMEWMC,8,0.2,100,6.949111
ssDMEWMC,8,0.2,200,7.632378
ssDMEWMC,8,0.2,500,8.482617
ssDMEWMC,8,0.2,1000,9.102171
ssDMEWMC,8,0.2,2000,9.708543
ssDMEWMC,8,0.3,100,11.349702
ssDMEWMC,8,0.3,200,12.371307
ssDMEWMC,8,0.3,500,13.663143
ssDMEWMC,8,0.3,1000,14.614444
ssDMEWMC,8,0.3,2000,15.550366
ssDMEWMC,8,0.4,100,19.91934807
ssDMEWMC,8,0.4,200,23.22189546
ssDMEWMC,8,0.4,500,27.89925817
ssDMEWMC,8,0.4,1000,31.60076551
ssDMEWMC,8,0.4,2000,35.35104337
ssDMEWMC,8,0.5,100,31.98475985
ssDMEWMC,8,0.5,200,37.11078696
ssDMEWMC,8,0.5,500,44.37310386
ssDMEWMC,8,0.5,1000,50.0195114
ssDMEWMC,8,0.5,2000,55.68634405
ssDMEWMC,8,0.6,100,50.13996583
ssDMEWMC,8,0.6,200,57.89290134
ssDMEWMC,8,0.6,500,68.88407214
ssDMEWMC,8,0.6,1000,77.26838643
ssDMEWMC,8,0.6,2000,85.59806244
ssDMEWMC,8,0.7,100,76.6904742
ssDMEWMC,8,0.7,200,88.10774598
ssDMEWMC,8,0.7,500,104.3105156
ssDMEWMC,8,0.7,1000,116.4181337
ssDMEWMC,8,0.7,2000,128.3160937
ssDMEWMC,8,0.8,100,114.3788715
ssDMEWMC,8,0.8,200,130.7357405
ssDMEWMC,8,0.8,500,153.9829867
ssDMEWMC,8,0.8,1000,170.9692943
ssDMEWMC,8,0.8,2000,187.464815
ssDMEWMC,8,0.9,100,166.2316769
ssDMEWMC,8,0.9,200,189.0077955
ssDMEWMC,8,0.9,500,221.4437723
ssDMEWMC,8,0.9,1000,244.5693385
ssDMEWMC,8,0.9,2000,266.7377581
ssDMEWMC,8,0.95,100,235.2593557
ssDMEWMC,8,0.95,200,266.0532918
ssDMEWMC,8,0.95,500,310.0241118
ssDMEWMC,8,0.95,1000,340.5369403
ssDMEWMC,8,0.95,2000,369.3719697
ssDMEWMC,9,0.05,100,1.7479332
ssDMEWMC,9,0.05,200,2.0049822
ssDMEWMC,9,0.05,500,2.2991605
ssDMEWMC,9,0.05,1000,2.5019436
ssDMEWMC,9,0.05,2000,2.6904462
ssDMEWMC,9,0.1,100,3.9871156
ssDMEWMC,9,0.1,200,4.4526599
ssDMEWMC,9,0.1,500,5.0095994
ssDMEWMC,9,0.1,1000,5.4008851
ssDMEWMC,9,0.1,2000,5.7836025
ssDMEWMC,9,0.2,100,9.0338443
ssDMEWMC,9,0.2,200,9.9220914
ssDMEWMC,9,0.2,500,11.0274021
ssDMEWMC,9,0.2,1000,11.8328223
ssDMEWMC,9,0.2,2000,12.6211059
ssDMEWMC,9,0.3,100,14.7546126
ssDMEWMC,9,0.3,200,16.0826991
ssDMEWMC,9,0.3,500,17.7620859
ssDMEWMC,9,0.3,1000,18.9987772
ssDMEWMC,9,0.3,2000,20.2154758
ssDMEWMC,9,0.4,100,25.89515249
ssDMEWMC,9,0.4,200,30.1884641
ssDMEWMC,9,0.4,500,36.26903562
ssDMEWMC,9,0.4,1000,41.08099516
ssDMEWMC,9,0.4,2000,45.95635638
ssDMEWMC,9,0.5,100,41.58018781
ssDMEWMC,9,0.5,200,48.24402305
ssDMEWMC,9,0.5,500,57.68503502
ssDMEWMC,9,0.5,1000,65.02536481
ssDMEWMC,9,0.5,2000,72.39224727
ssDMEWMC,9,0.6,100,65.18195558
ssDMEWMC,9,0.6,200,75.26077174
ssDMEWMC,9,0.6,500,89.54929378
ssDMEWMC,9,0.6,1000,100.4489024
ssDMEWMC,9,0.6,2000,111.2774812
ssDMEWMC,9,0.7,100,99.69761646
ssDMEWMC,9,0.7,200,114.5400698
ssDMEWMC,9,0.7,500,135.6036703
ssDMEWMC,9,0.7,1000,151.3435738
ssDMEWMC,9,0.7,2000,166.8109218
ssDMEWMC,9,0.8,100,148.6925329
ssDMEWMC,9,0.8,200,169.9564627
ssDMEWMC,9,0.8,500,200.1778828
ssDMEWMC,9,0.8,1000,222.2600826
ssDMEWMC,9,0.8,2000,243.7042595
ssDMEWMC,9,0.9,100,216.10118
ssDMEWMC,9,0.9,200,245.7101341
ssDMEWMC,9,0.9,500,287.8769041
ssDMEWMC,9,0.9,1000,317.9401401
ssDMEWMC,9,0.9,2000,346.7590855
ssDMEWMC,9,0.95,100,305.8371624
ssDMEWMC,9,0.95,200,345.8692793
ssDMEWMC,9,0.95,500,403.0313453
ssDMEWMC,9,0.95,1000,442.6980224
ssDMEWMC,9,0.95,2000,480.1835605
ssDMEWMC,10,0.05,100,1.84
ssDMEWMC,10,0.05,200,2.003
ssDMEWMC,10,0.05,500,2.172
ssDMEWMC,10,0.05,1000,2.281
ssDMEWMC,10,0.05,2000,2.379
ssDMEWMC,10,0.1,100,4.075
ssDMEWMC,10,0.1,200,4.348
ssDMEWMC,10,0.1,500,4.65
ssDMEWMC,10,0.1,1000,4.854
ssDMEWMC,10,0.1,2000,5.044
ssDMEWMC,10,0.2,100,9.143
ssDMEWMC,10,0.2,200,9.632
ssDMEWMC,10,0.2,500,10.199
ssDMEWMC,10,0.2,1000,10.594
ssDMEWMC,10,0.2,2000,10.968
ssDMEWMC,10,0.3,100,15.055
ssDMEWMC,10,0.3,200,15.751
ssDMEWMC,10,0.3,500,16.578
ssDMEWMC,10,0.3,1000,17.159
ssDMEWMC,10,0.3,2000,17.717
ssDMEWMC,10,0.4,100,24.78978727
ssDMEWMC,10,0.4,200,25.75726755
ssDMEWMC,10,0.4,500,26.94676772
ssDMEWMC,10,0.4,1000,27.79226742
ssDMEWMC,10,0.4,2000,28.61889943
ssDMEWMC,10,0.5,100,40.819233
ssDMEWMC,10,0.5,200,42.12029912
ssDMEWMC,10,0.5,500,43.80071726
ssDMEWMC,10,0.5,1000,45.01486847
ssDMEWMC,10,0.5,2000,46.22912484
ssDMEWMC,10,0.6,100,67.21355713
ssDMEWMC,10,0.6,200,68.87840858
ssDMEWMC,10,0.6,500,71.19602811
ssDMEWMC,10,0.6,1000,72.91014991
ssDMEWMC,10,0.6,2000,74.67554749
ssDMEWMC,10,0.7,100,110.6748444
ssDMEWMC,10,0.7,200,112.6353627
ssDMEWMC,10,0.7,500,115.7258314
ssDMEWMC,10,0.7,1000,118.0918692
ssDMEWMC,10,0.7,2000,120.6260644
ssDMEWMC,10,0.8,100,182.2388475
ssDMEWMC,10,0.8,200,184.1901576
ssDMEWMC,10,0.8,500,188.1069548
ssDMEWMC,10,0.8,1000,191.2722658
ssDMEWMC,10,0.8,2000,194.8515667
ssDMEWMC,10,0.9,100,300.0772011
ssDMEWMC,10,0.9,200,301.2021566
ssDMEWMC,10,0.9,500,305.7591035
ssDMEWMC,10,0.9,1000,309.8018509
ssDMEWMC,10,0.9,2000,314.7506571
ssDMEWMC,10,0.95,100,494.1115894
ssDMEWMC,10,0.95,200,492.5493322
ssDMEWMC,10,0.95,500,496.9971976
ssDMEWMC,10,0.95,1000,501.7830809
ssDMEWMC,10,0.95,2000,508.4279169
ssDMEWMC,15,0.05,100,3.74
ssDMEWMC,15,0.05,200,3.985
ssDMEWMC,15,0.05,500,4.222
ssDMEWMC,15,0.05,1000,4.369
ssDMEWMC,15,0.05,2000,4.5
ssDMEWMC,15,0.1,100,8.236
ssDMEWMC,15,0.1,200,8.627
ssDMEWMC,15,0.1,500,9.039
ssDMEWMC,15,0.1,1000,9.309
ssDMEWMC,15,0.1,2000,9.558
ssDMEWMC,15,0.2,100,18.65
ssDMEWMC,15,0.2,200,19.316
ssDMEWMC,15,0.2,500,20.058
ssDMEWMC,15,0.2,1000,20.562
ssDMEWMC,15,0.2,2000,21.033
ssDMEWMC,15,0.3,100,31.136
ssDMEWMC,15,0.3,200,32.05
ssDMEWMC,15,0.3,500,33.092
ssDMEWMC,15,0.3,1000,33.809
ssDMEWMC,15,0.3,2000,34.484
ssDMEWMC,15,0.4,100,51.98125984
ssDMEWMC,15,0.4,200,53.17884138
ssDMEWMC,15,0.4,500,54.59569568
ssDMEWMC,15,0.4,1000,55.59033562
ssDMEWMC,15,0.4,2000,56.53716807
ssDMEWMC,15,0.5,100,86.78222554
ssDMEWMC,15,0.5,200,88.23679158
ssDMEWMC,15,0.5,500,90.07282688
ssDMEWMC,15,0.5,1000,91.40422415
ssDMEWMC,15,0.5,2000,92.69375285
ssDMEWMC,15,0.6,100,144.8821112
ssDMEWMC,15,0.6,200,146.406563
ssDMEWMC,15,0.6,500,148.6035491
ssDMEWMC,15,0.6,1000,150.2910911
ssDMEWMC,15,0.6,2000,151.9731552
ssDMEWMC,15,0.7,100,241.8793252
ssDMEWMC,15,0.7,200,242.9245363
ssDMEWMC,15,0.7,500,245.1684438
ssDMEWMC,15,0.7,1000,247.1156258
ssDMEWMC,15,0.7,2000,249.1628528
ssDMEWMC,15,0.8,100,403.8152638
ssDMEWMC,15,0.8,200,403.0716187
ssDMEWMC,15,0.8,500,404.4827072
ssDMEWMC,15,0.8,1000,406.3190445
ssDMEWMC,15,0.8,2000,408.5071943
ssDMEWMC,15,0.9,100,674.1657938
ssDMEWMC,15,0.9,200,668.7950601
ssDMEWMC,15,0.9,500,667.321854
ssDMEWMC,15,0.9,1000,668.0887353
ssDMEWMC,15,0.9,2000,669.7552459
ssDMEWMC,15,0.95,100,1125.513467
ssDMEWMC,15,0.95,200,1109.695676
ssDMEWMC,15,0.95,500,1100.957962
ssDMEWMC,15,0.95,1000,1098.502677
ssDMEWMC,15,0.95,2000,1098.076351
ssDMEWMC,20,0.05,100,6.339
ssDMEWMC,20,0.05,200,6.673
ssDMEWMC,20,0.05,500,6.981
ssDMEWMC,20,0.05,1000,7.168
ssDMEWMC,20,0.05,2000,7.333
ssDMEWMC,20,0.1,100,13.988
ssDMEWMC,20,0.1,200,14.504
ssDMEWMC,20,0.1,500,15.028
ssDMEWMC,20,0.1,1000,15.364
ssDMEWMC,20,0.1,2000,15.67
ssDMEWMC,20,0.2,100,32.074
ssDMEWMC,20,0.2,200,32.917
ssDMEWMC,20,0.2,500,33.824
ssDMEWMC,20,0.2,1000,34.429
ssDMEWMC,20,0.2,2000,34.988
ssDMEWMC,20,0.3,100,54.168
ssDMEWMC,20,0.3,200,55.287
ssDMEWMC,20,0.3,500,56.519
ssDMEWMC,20,0.3,1000,57.352
ssDMEWMC,20,0.3,2000,58.129
ssDMEWMC,20,0.4,100,91.48133142
ssDMEWMC,20,0.4,200,92.85938479
ssDMEWMC,20,0.4,500,94.44173844
ssDMEWMC,20,0.4,1000,95.53724779
ssDMEWMC,20,0.4,2000,96.5754156
ssDMEWMC,20,0.5,100,154.4977477
ssDMEWMC,20,0.5,200,155.9655135
ssDMEWMC,20,0.5,500,157.8096208
ssDMEWMC,20,0.5,1000,159.1464241
ssDMEWMC,20,0.5,2000,160.450221
ssDMEWMC,20,0.6,100,260.9226788
ssDMEWMC,20,0.6,200,261.9578134
ssDMEWMC,20,0.6,500,263.6956587
ssDMEWMC,20,0.6,1000,265.1069074
ssDMEWMC,20,0.6,2000,266.5717074
ssDMEWMC,20,0.7,100,440.6578432
ssDMEWMC,20,0.7,200,439.9812142
ssDMEWMC,20,0.7,500,440.628398
ssDMEWMC,20,0.7,1000,441.6164092
ssDMEWMC,20,0.7,2000,442.8817531
ssDMEWMC,20,0.8,100,744.2025956
ssDMEWMC,20,0.8,200,738.9871917
ssDMEWMC,20,0.8,500,736.2782765
ssDMEWMC,20,0.8,1000,735.6468181
ssDMEWMC,20,0.8,2000,735.8029447
ssDMEWMC,20,0.9,100,1256.842495
ssDMEWMC,20,0.9,200,1241.19406
ssDMEWMC,20,0.9,500,1230.301322
ssDMEWMC,20,0.9,1000,1225.44414
ssDMEWMC,20,0.9,2000,1222.461683
ssDMEWMC,20,0.95,100,2122.611595
ssDMEWMC,20,0.95,200,2084.694717
ssDMEWMC,20,0.95,500,2055.800627
ssDMEWMC,20,0.95,1000,2041.350964
ssDMEWMC,20,0.95,2000,2030.995632
ssDMEWMC,25,0.05,100,9.663
ssDMEWMC,25,0.05,200,10.097
ssDMEWMC,25,0.05,500,10.478
ssDMEWMC,25,0.05,1000,10.705
ssDMEWMC,25,0.05,2000,10.904
ssDMEWMC,25,0.1,100,21.43
ssDMEWMC,25,0.1,200,22.079
ssDMEWMC,25,0.1,500,22.714
ssDMEWMC,25,0.1,1000,23.116
ssDMEWMC,25,0.1,2000,23.478
ssDMEWMC,25,0.2,100,49.726
ssDMEWMC,25,0.2,200,50.748
ssDMEWMC,25,0.2,500,51.811
ssDMEWMC,25,0.2,1000,52.506
ssDMEWMC,25,0.2,2000,53.146
ssDMEWMC,25,0.3,100,84.645
ssDMEWMC,25,0.3,200,85.964
ssDMEWMC,25,0.3,500,87.37
ssDMEWMC,25,0.3,1000,88.302
ssDMEWMC,25,0.3,2000,89.166
ssDMEWMC,25,0.4,100,144.0851069
ssDMEWMC,25,0.4,200,145.6177445
ssDMEWMC,25,0.4,500,147.333904
ssDMEWMC,25,0.4,1000,148.5019465
ssDMEWMC,25,0.4,2000,149.5987573
ssDMEWMC,25,0.5,100,245.2657337
ssDMEWMC,25,0.5,200,246.6675295
ssDMEWMC,25,0.5,500,248.4523208
ssDMEWMC,25,0.5,1000,249.7432461
ssDMEWMC,25,0.5,2000,250.9901553
ssDMEWMC,25,0.6,100,417.4982509
ssDMEWMC,25,0.6,200,417.8396686
ssDMEWMC,25,0.6,500,418.9704747
ssDMEWMC,25,0.6,1000,420.0058683
ssDMEWMC,25,0.6,2000,421.1001428
ssDMEWMC,25,0.7,100,710.6773006
ssDMEWMC,25,0.7,200,707.7947756
ssDMEWMC,25,0.7,500,706.5188933
ssDMEWMC,25,0.7,1000,706.345145
ssDMEWMC,25,0.7,2000,706.5031297
ssDMEWMC,25,0.8,100,1209.73495
ssDMEWMC,25,0.8,200,1198.960946
ssDMEWMC,25,0.8,500,1191.417956
ssDMEWMC,25,0.8,1000,1187.896412
ssDMEWMC,25,0.8,2000,1185.339594
ssDMEWMC,25,0.9,100,2059.244959
ssDMEWMC,25,0.9,200,2030.966319
ssDMEWMC,25,0.9,500,2009.11364
ssDMEWMC,25,0.9,1000,1997.745571
ssDMEWMC,25,0.9,2000,1988.710161
ssDMEWMC,25,0.95,100,3505.304861
ssDMEWMC,25,0.95,200,3440.332401
ssDMEWMC,25,0.95,500,3388.011401
ssDMEWMC,25,0.95,1000,3359.709926
ssDMEWMC,25,0.95,2000,3336.569643
ssDMEWMC,50,0.05,100,37.96
ssDMEWMC,50,0.05,200,39.095
ssDMEWMC,50,0.05,500,39.879
ssDMEWMC,50,0.05,1000,40.308
ssDMEWMC,50,0.05,2000,40.672
ssDMEWMC,50,0.1,100,86.791
ssDMEWMC,50,0.1,200,88.287
ssDMEWMC,50,0.1,500,89.477
ssDMEWMC,50,0.1,1000,90.175
ssDMEWMC,50,0.1,2000,90.785
ssDMEWMC,50,0.2,100,207.946
ssDMEWMC,50,0.2,200,210.002
ssDMEWMC,50,0.2,500,211.741
ssDMEWMC,50,0.2,1000,212.795
ssDMEWMC,50,0.2,2000,213.735
ssDMEWMC,50,0.3,100,356.662
ssDMEWMC,50,0.3,200,359.146
ssDMEWMC,50,0.3,500,361.299
ssDMEWMC,50,0.3,1000,362.626
ssDMEWMC,50,0.3,2000,363.822
ssDMEWMC,50,0.4,100,611.7346919
ssDMEWMC,50,0.4,200,614.2124804
ssDMEWMC,50,0.4,500,616.4935813
ssDMEWMC,50,0.4,1000,617.9544438
ssDMEWMC,50,0.4,2000,619.3016945
ssDMEWMC,50,0.5,100,1049.226812
ssDMEWMC,50,0.5,200,1050.427879
ssDMEWMC,50,0.5,500,1051.938521
ssDMEWMC,50,0.5,1000,1053.062093
ssDMEWMC,50,0.5,2000,1054.181959
ssDMEWMC,50,0.6,100,1799.598614
ssDMEWMC,50,0.6,200,1796.444658
ssDMEWMC,50,0.6,500,1794.949187
ssDMEWMC,50,0.6,1000,1794.533211
ssDMEWMC,50,0.6,2000,1794.439792
ssDMEWMC,50,0.7,100,3086.611143
ssDMEWMC,50,0.7,200,3072.284613
ssDMEWMC,50,0.7,500,3062.766995
ssDMEWMC,50,0.7,1000,3058.081253
ssDMEWMC,50,0.7,2000,3054.514581
ssDMEWMC,50,0.8,100,5294.051838
ssDMEWMC,50,0.8,200,5254.229624
ssDMEWMC,50,0.8,500,5226.076445
ssDMEWMC,50,0.8,1000,5211.305587
ssDMEWMC,50,0.8,2000,5199.427346
ssDMEWMC,50,0.9,100,9080.18003
ssDMEWMC,50,0.9,200,8985.798005
ssDMEWMC,50,0.9,500,8917.385832
ssDMEWMC,50,0.9,1000,8880.635822
ssDMEWMC,50,0.9,2000,8850.520765
ssDMEWMC,50,0.95,100,15574.02003
ssDMEWMC,50,0.95,200,15367.53655
ssDMEWMC,50,0.95,500,15215.95999
ssDMEWMC,50,0.95,1000,15133.57666
ssDMEWMC,50,0.95,2000,15065.45098
